Title,Location,Price,Rooms,Bathrooms,Size
شقة سكنية للبيع ف المعبيلة حي الرحبة قريب مدرسة منار الحكمة,"Al Maabilah, Muscat•","OMR 25,500Non Freehold",3,3,101 SQM
منزل مستقل للبيع في المعبيلة مقابل جامع السلطان تيمور بن فيصل,"Al Maabilah, Muscat•","OMR 66,000Non Freehold",3,4,509 SQM
فيلا بجودة بناء عالية للبيع في مرتفعات الأنصب,"Ansab, Muscat•","OMR 205,000Non Freehold",4,6,405 SQM
فيلا للبيع في الخوض السادسة,"Al Khoud, Muscat•","OMR 160,000Non Freehold",6,7,300 SQM
Free Hold!! Furnished 1BHK Apartment with Pool View in Muscat Hills,"Muscat Hills, Muscat•","OMR 72,000Freehold",1,2,78 SQM
شقة ستوديو للبيع في واحة المعرفة | Studio with payment plan in Muscat,"Al Khoud, Muscat•","OMR 47,300Freehold",1,1,57 SQM
Luxurious 1 BHK Apartment for Sale in Yenaier - Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 62,010Freehold",1,2,73 SQM
"For Sale – Elegant Villa in Al Ghadeer Garden , Al Mouj Muscat","The Wave (Almouj), Muscat•","OMR 295,000Freehold",3,3,269 SQM
For Sale | 2 Bed + Maid – Full Marina View | Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 265,000Freehold",2,2,181 SQM
Modern 2BR + Study Apartment for Sale in Acacia,"The Wave (Almouj), Muscat•","OMR 135,000Freehold",2,2,138 SQM
شقة للبيع بمسقط هيلز Apartment for Sale in Muscat Hills,"Muscat Hills, Muscat•","OMR 72,000Freehold",2,3,108 SQM
Own your villa in wadi zaha -freehold for local and expats,"Sultan Haitham City, Muscat•","OMR 154,000Freehold",3,3,209 SQM
“Own Your Studio in Wadi Zaha –   100% Freehold for Expats & Locals,"Sultan Haitham City, Muscat•","OMR 42,800Freehold",1,1,52 SQM
Off- plan Apartments for Sale - Al Khoud | شقق قيد الإنشاء في الخوض,"Al Khoud, Muscat•","OMR 21,000Negotiable",1,2,53 SQM
محل قيد الانشاء للبيع-المعبيلة  |Off- plan Shop for Sale-Almubilah,"Al Maabilah, Muscat•","OMR 52,000Negotiable",36 SQM,N/A,N/A
شقق قيد الانشاء للبيع-المعبيلة  |Off- plan Apartments for Sale,"Al Maabilah, Muscat•","OMR 17,000Negotiable",1,2,55 SQM
محل قيد الانشاء للبيع-بوشر |Off- plan Shop for Sale- Bushar,"Bosher, Muscat•","OMR 20,500Negotiable",21 SQM,N/A,N/A
فيلا مستقلة للبيع,"Al Khuwair, Muscat•","OMR 100,000Non Freehold",7,6,380 SQM
بناية سكنية للبيع مؤجرة بالكامل,"Al Ghubrah, Muscat•","OMR 200,000Non Freehold","1,103 SQM",N/A,N/A
شقق فاخرة للبيع,"Azaiba, Muscat•","OMR 48,000Non Freehold",2,3,118 SQM
شقة بنتهاوس للبيع,"Bosher, Muscat•","OMR 35,000Non Freehold",1,1,79.4 SQM
فيلا حديثة الطراز بتشطيبات و مواصفات شخصية,"Al Maabilah, Muscat•","OMR 85,000Non Freehold",5,7,322 SQM
Live by the beach. Wake up to the marina. Own your place in luxury,"The Wave (Almouj), Muscat•","OMR 78,000Freehold",1,1,70 SQM
Villa for Sale with 4 BHK in Sultan Haitham City,"Al Maabilah, Muscat•","OMR 340,000Freehold",4,4,380 SQM
5 bedroom villa for sale in Muscat Bay,"Qantab, Muscat•","OMR 950,000Freehold",5,5,646 SQM
Villa for Sale in Salalah with 4 bedrooms,"Salalah, Dhofar•","OMR 338,552Freehold",4,5,243 SQM
Villa for Sale with 4 BHK in Muscat Yiti,"Yiti, Muscat•","OMR 491,410Freehold",4,4,384 SQM
fully furnished villa in Muscat,"Yiti, Muscat•","OMR 269,290Freehold",3,3,124 SQM
6 Bedroom villa for sale in Al Mouj Muscat Jinan Island,"The Wave (Almouj), Muscat•","OMR 1,406,000Freehold",6,7,907 SQM
"Gorgeous Sea View branded apartment, Feehold","The Wave (Almouj), Muscat•","OMR 470,486Freehold",2,3,203 SQM
Hotel Apartment for Sale | Prime Sea View Location,"The Wave (Almouj), Muscat•","OMR 599,600Freehold",3,5,262.02 SQM
2BHK Apartment in AIDA |Great Escape 2–شراء شقة عايدة فقط 5٪ دفعة أولى,"Yiti, Muscat•","OMR 140,000Freehold",2,3,95 SQM
1BHK Appartment in Aida Great Escape2-- 5 % downpayment شراء شقة عايدة,"Yiti, Muscat•","OMR 90,000Freehold",1,2,57 SQM
Sea View | Furnished Beachfront 2BHK Villa| Private Pool | Jebel Sifah,"Al Sifah, Muscat•","OMR 265,000Freehold",2,3,139.4 SQM
فيلا راقية للبيع في مرتفعات الأنصب Luxury vila for sale inAnsab hights,"Ansab, Muscat•","OMR 225,000Non Freehold",7,9,704 SQM
فلة مزرعة للبيع في منتجع السيفة,"Al Sifah, Muscat•","OMR 245,000Freehold",4,5,"1,299 SQM"
تملك شقتك في مسقط بالاقساط علي 100 شهر بدون فوائد,"Al Maabilah, Muscat•","OMR 25,000Non Freehold",2,2,100 SQM
تملك شقتك بقسط شهري 200 ريال ف مسقط,"Al Maabilah, Muscat•","OMR 25,000Non Freehold",2,2,100 SQM
3 Bedrooms Villa For Sale with Swimming Pool,"The Wave (Almouj), Muscat•","OMR 320,000Freehold",3,3,269 SQM
محل للبيع تجاري في موقع مميز وفرصة استثمارية عالية وفريدة,"Ghala, Muscat•","OMR 36,655Negotiable",44.7 SQM,N/A,N/A
مكتب للبيع في موقع حيوي ومميز وبالقرب من كل الخدمات,"Ghala, Muscat•","OMR 48,500Negotiable",97.35 SQM,N/A,N/A
محل للبيع تجاري في موقع استراتيجي وعائد استثماري عالي,"Al Ghubrah, Muscat•","OMR 28,000Negotiable",28.76 SQM,N/A,N/A
Serviced 1 BHK Apartment | 3 Years Payment Plan | La Vie Residences,"Muscat - Other, Muscat•","OMR 124,031Freehold",1,2,105 SQM
Fully Serviced and Furnished Studio Apartment for Sale in La Vie,"Muscat Hills, Muscat•","OMR 65,100Freehold",Studio,1,64 SQM
1 BR Appartment | Sustainable City Yiti | شقة بغرفة نوم واحدة| ROI: 9%,"Yiti, Muscat•","OMR 79,000Freehold",1,2,79 SQM
شقة بغرفتي نوم 2 | الدفع بالتقسيط  في مدينة يتي المستدامة,"Yiti, Muscat•","OMR 127,931Freehold",2,3,118 SQM
FREE HOLD!! Amazing 2+1 Bedroom Apartment For Sale in AL Mouj,"The Wave (Almouj), Muscat•","OMR 120,000Freehold",2,2,127 SQM
ADS702***Brand New 1BHK Apartment for Sale – Prime Opportunity!,"Bosher, Muscat•","OMR 33,000Non Freehold",1,2,80 SQM
ADS701***Brand New 2BHK Apartment for Sale – Prime Opportunity!,"Bosher, Muscat•","OMR 43,000Non Freehold",2,3,110 SQM
Villa for Sale with 4 Bedrooms,"Salalah, Dhofar•","OMR 335,825Freehold",4,5,234 SQM
Villa for Sale with 4 Bedrooms in Salalah,"Salalah, Dhofar•","OMR 338,956Freehold",4,5,243 SQM
Villa for Sale with 4 Bedrooms in Yiti,"Yiti, Muscat•","OMR 326,456.78Freehold",4,6,286.94 SQM
5 bedroom Villa for Sale in Muscat Bay,"Qantab, Muscat•","OMR 950,000Freehold",5,6,750.35 SQM
Villa for Sale with 4 Bedrooms - فيلا للبيع,"Sultan Haitham City, Muscat•","OMR 340,016.04Freehold",4,6,140 SQM
شقة دوبليكس غرفتين وصالة للبيع -مرتفعات غلا على إطلالة مميزة,"Ghala, Muscat•","OMR 55,000Non Freehold",2,3,100 SQM
Lovely 3 Bedroom apartment in Qurum for Sale,"Qurum, Muscat•","OMR 69,525Non Freehold",3,5,138 SQM
منزل للبيع المعبيلة الجنوبية مقابل الممشى والمنتزهات,"Al Maabilah, Muscat•","OMR 89,000Negotiable",8,7,388 SQM
"‎شقة بدخل ٥سنوي -٦%، هوانا | Yearly 5-6% return apartment, Hawana","Salalah, Dhofar•","OMR 100,000Negotiable",1,1,30 SQM
شقق قيد الانشاء للبيع - الحيل | Off-Plan Apartments for Sale,"Al Hail, Muscat•","OMR 23,000Negotiable",1,2,64 SQM
Apartment for Sale with 24 month Installment,"Muscat Hills, Muscat•","OMR 77,000Freehold",2,3,104 SQM
"Apartment for Sale, 24 Months Installment, Muscat Hills","Muscat Hills, Muscat•","OMR 95,000Freehold",2,3,129 SQM
Apartment for Sale in Muscat Hills with 24 Months Installment,"Muscat Hills, Muscat•","OMR 87,000Freehold",2,3,114 SQM
Villa for Sale in Muscat Hills with pool,"Muscat Hills, Muscat•","OMR 320,000Negotiable",5,6,433 SQM
Shop for Sale in Muscat Hills with Installment,"Muscat Hills, Muscat•","OMR 170,877Freehold",103 SQM,N/A,N/A
"Studio for Sale in Muscat, ITC, Off Plan, 3 Years Installment","Muscat Hills, Muscat•","OMR 9,600Freehold",Studio,1,49 SQM
"Apartment for Sale in Muscat Hills, Off Plan, 36 Month Installment","Muscat Hills, Muscat•","OMR 12,900Freehold",1,2,81 SQM
"Apartment for Sale in Golf Tower, Muscat Hills, Semi Furnished","Muscat Hills, Muscat•","OMR 79,500Freehold",2,3,130 SQM
Villa for Sale with Installment in Muscat Hills,"Muscat Hills, Muscat•","OMR 120,000Freehold",4,5,800 SQM
Shop for Sale in Business Tower 2 Muscat Hills with installment,"Muscat Hills, Muscat•","OMR 118,807Freehold",73 SQM,N/A,N/A
Apartment for Sale with 1 BHK Furnished in Muscat Hills,"Muscat Hills, Muscat•","OMR 78,000Negotiable",1,2,108 SQM
ADS902**4 BHK + 2 Maid's Room Villa for sales Beautiful Standalone Vi,"Qurum, Muscat•","OMR 470,000Non Freehold",4,5,420 SQM
2 Bedrooms Apartment for Sale With Marina Views,"The Wave (Almouj), Muscat•","OMR 220,000Freehold",2,2,153 SQM
2 Bedroom Apartment for Sale in Almeria North Wave Muscat Almouj,"The Wave (Almouj), Muscat•","OMR 125,000Freehold",2,2,139 SQM
Offices for Sale – Freehold for Foreigners in Prime Location,"Muscat Hills, Muscat•","OMR 1,100Freehold",70.37 SQM,N/A,N/A
FREE HOLD!! Own your  villa in Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 340,000Freehold",4,6,388 SQM
Canal View | Big Terrace | Furnished Corner 2BHK Apartment in Al Mouj,"The Wave (Almouj), Muscat•","OMR 140,000Freehold",2,2,126 SQM
Own Golf View Villa Today!  اغتنم شراء فیلا| تقسیط | مطلة على الجولف,"The Wave (Almouj), Muscat•","OMR 437,850Freehold",4,5,314 SQM
استثمار مربح /موج مسقط /عوائد سنویة /تملک حر,"The Wave (Almouj), Muscat•","OMR 425,000Freehold",5,6,619 SQM
اسرع مطور |مباشرة من المالک |محلات تجاریة للبیع | الموالح |,"Al Mawaleh, Muscat•","OMR 19,000Non Freehold",23 SQM,N/A,N/A
ADS302**للبيع فيلا تشطيبات راقية في الخوض السابعة,"Al Khoud, Muscat•","OMR 135,000Non Freehold",7,8,484 SQM
Furnished Farm for Sale in Jebel Sifah with beautiful views,"Al Sifah, Muscat•","OMR 205,000Freehold",3,3,177 SQM
Own Your Apartment Now in Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 54,395Freehold",1,1,67 SQM
"تاون هاوس للبيع, مدينة السلطان هيثم | Townhouse Sultan Haitham City","Sultan Haitham City, Muscat•","OMR 111,700Freehold",3,3,194 SQM
"Best Price 1 Bedroom Freehold Apartment for Sale Jebel Sifah, Muscat","Al Sifah, Muscat•","OMR 50,000Negotiable",1,1,61 SQM
"Zunairah Villas – Redefining Ultra-Luxury Living in Al Mouj, Muscat","The Wave (Almouj), Muscat•","OMR 4,000,000Freehold",7,7,"2,100 SQM"
Luxury Lakefront Villa with Private Pool – Al Mouj,"The Wave (Almouj), Muscat•","OMR 530,000Freehold",5,5,534 SQM
"2-Bedroom Apartment for Sale – Almeria North, Al Mouj Muscat","The Wave (Almouj), Muscat•","OMR 160,000Freehold",2,2,150 SQM
"Luxury 1BR + Study with Sea View – Juman One, Al Mouj","The Wave (Almouj), Muscat•","OMR 120,000Freehold",1,1,104 SQM
استخدم خدماتنا تساعدك في بيع عقارك/Sell ​​your property/free marketing,"The Wave (Almouj), Muscat•","OMR 1,111,111Negotiable",1,1,10 SQM
Free Hold!! Furnished 1BHK Apartment with Pool View in Muscat Hills,"Muscat Hills, Muscat•","OMR 72,000Freehold",1,2,78 SQM
شقة ستوديو للبيع في واحة المعرفة | Studio with payment plan in Muscat,"Al Khoud, Muscat•","OMR 47,300Freehold",1,1,57 SQM
Luxurious 1 BHK Apartment for Sale in Yenaier - Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 62,010Freehold",1,2,73 SQM
"For Sale – Elegant Villa in Al Ghadeer Garden , Al Mouj Muscat","The Wave (Almouj), Muscat•","OMR 295,000Freehold",3,3,269 SQM
For Sale | 2 Bed + Maid – Full Marina View | Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 265,000Freehold",2,2,181 SQM
للبيع اراضي في الرميس مخطط حي المعمورة,"Barka, Al Batinah•","OMR 19,000",600 SQM,N/A,N/A
للبيع ارض سكني تجاري في الرميس,"Barka, Al Batinah•","OMR 38,000",431 SQM,N/A,N/A
Apartment for Sale in Bawshar - شقة للبيع في بوشر,"Bosher, Muscat•","OMR 53,000Non Freehold",2,3,108 SQM
Freehold Ready 3BR Nameer Villa | Life-Time Residency | Muscat Bay,"Muscat - Other, Muscat•","OMR 396,200Freehold",3,5,426.28 SQM
Sea View | 5BR Wajd Villa | Life-Time Oman Residency | Muscat Bay,"Muscat - Other, Muscat•","OMR 950,000Freehold",5,7,750.35 SQM
Waterfront 5BR Wajd Villa | Life-Time Oman Residency | Muscat Bay,"Muscat - Other, Muscat•","OMR 1,265,000Freehold",5,7,760.4 SQM
Freehold Ready 1BR | Luxury Waterfront Lifestyle in Muscat Bay,"Muscat - Other, Muscat•","OMR 103,000Freehold",1,1,79.09 SQM
Lavish Resort Living | Life-Time Oman Residency | Muscat Bay,"Muscat - Other, Muscat•","OMR 98,900Freehold",1,1,79.09 SQM
Discounted Price | Freehold Ready Studio in Muscat Bay,"Muscat - Other, Muscat•","OMR 72,500Freehold",Studio,1,60 SQM
1bedroom for sale Sultan haitham city- غرف للبيع مدينة السلطان هيثم,"Sultan Haitham City, Muscat•","OMR 58,500Freehold",1,2,70 SQM
"ADA301**Own your apartment in Uptown Muscat,1 BHK Starting From 40,000","Al Khoud, Muscat•","OMR 40,000Freehold",1,1,38 SQM
Luxury villa for sales in Muscat Hills,"Muscat Hills, Muscat•","OMR 390,000Freehold",4,5,450 SQM
مزرعة مفروشة بالكامل للبيع في مشروع حي النسيم بركاء,"Barka, Al Batinah•","OMR 210,000Negotiable",3,3,"4,700 SQM"
للبيع توين فيلا في حالة ممتازة للبيع في الانصب قريب من الحديقة الانصب,"Ansab, Muscat•","OMR 145,000Non Freehold",4,5,350 SQM
Fully Furnished 3BHK Villa in AIDA Sunrise Haven with Payment Plan,"Yiti, Muscat•","OMR 198,600Freehold",3,4,124.95 SQM
Land For Sale - Adjacent to Almouj Golf Course أرض للبيع مجاورة للموج,"The Wave (Almouj), Muscat•","OMR 10,000,000Negotiable","16,745 SQM",N/A,N/A
Sea View | FullyFurnished 1BHK Apt Juman2 in AlMouj شقة مطلة على البحر,"The Wave (Almouj), Muscat•","OMR 135,000Freehold",1,2,106 SQM
Boulevard View | Terrace | 20/80 Payment Plan | Hay Alwafa,"Sultan Haitham City, Muscat•","OMR 55,570Freehold",1,2,67.52 SQM
GHALA | 2738 SQM WAREHOUSE WITH STAFF ACCOMODATION,"Ghala, Muscat•","OMR 800,000Non Freehold","2,738 SQM",N/A,N/A
شقة غرفة واحدة للبيع الموج لاجون - 1BHK apartment for sale almouj,"The Wave (Almouj), Muscat•","OMR 94,000Freehold",1,2,107 SQM
شقة اطلالة بحرية للبيع في الموج sea view apartment for sale in Al Mouj,"The Wave (Almouj), Muscat•","OMR 141,000Freehold",2,2,127 SQM
Sea View-1BHK Appartment Sustainable City Yiti | شراء شقة |Urgent Sale,"Yiti, Muscat•","OMR 105,647Freehold",1,2,78 SQM
Marina View -2BHK FreeHold Appartment Sustainable City Yiti | شراء شقة,"Yiti, Muscat•","OMR 166,570Freehold",2,3,121 SQM
Sea View Garden Villa 4+1 BHK - 7 Years Installment | 10% Downpayments,"Yiti, Muscat•","OMR 595,608Freehold",4,6,501 SQM
منزل للبيع المعبيله الجنوبية قريب من حي الزعفران,"Al Maabilah, Muscat•","OMR 95,000Non Freehold",4,4,630 SQM
"شقة للبيع بمزايا فريدة وموقع استراتيجي ,اختيارك للسكن او الإستثمار","Ghala, Muscat•","OMR 45,000Negotiable",2,3,106 SQM
Exclusive Beachfront 2 bedrooms Villa in Jebel Sifah,"Al Sifah, Muscat•","OMR 205,000Freehold",2,2,129 SQM
Modern 2BR + Study Apartment for Sale in Acacia,"The Wave (Almouj), Muscat•","OMR 135,000Freehold",2,2,138 SQM
شقة للبيع بمسقط هيلز Apartment for Sale in Muscat Hills,"Muscat Hills, Muscat•","OMR 72,000Freehold",2,3,108 SQM
Own your villa in wadi zaha -freehold for local and expats,"Sultan Haitham City, Muscat•","OMR 154,000Freehold",3,3,209 SQM
“Own Your Studio in Wadi Zaha –   100% Freehold for Expats & Locals,"Sultan Haitham City, Muscat•","OMR 42,800Freehold",1,1,52 SQM
Off- plan Apartments for Sale - Al Khoud | شقق قيد الإنشاء في الخوض,"Al Khoud, Muscat•","OMR 21,000Negotiable",1,2,53 SQM
محل قيد الانشاء للبيع-المعبيلة  |Off- plan Shop for Sale-Almubilah,"Al Maabilah, Muscat•","OMR 52,000Negotiable",36 SQM,N/A,N/A
شقق قيد الانشاء للبيع-المعبيلة  |Off- plan Apartments for Sale,"Al Maabilah, Muscat•","OMR 17,000Negotiable",1,2,55 SQM
محل قيد الانشاء للبيع-بوشر |Off- plan Shop for Sale- Bushar,"Bosher, Muscat•","OMR 20,500Negotiable",21 SQM,N/A,N/A
فيلا مستقلة للبيع,"Al Khuwair, Muscat•","OMR 100,000Non Freehold",7,6,380 SQM
بناية سكنية للبيع مؤجرة بالكامل,"Al Ghubrah, Muscat•","OMR 200,000Non Freehold","1,103 SQM",N/A,N/A
شقق فاخرة للبيع,"Azaiba, Muscat•","OMR 48,000Non Freehold",2,3,118 SQM
شقة بنتهاوس للبيع,"Bosher, Muscat•","OMR 35,000Non Freehold",1,1,79.4 SQM
فيلا حديثة الطراز بتشطيبات و مواصفات شخصية,"Al Maabilah, Muscat•","OMR 85,000Non Freehold",5,7,322 SQM
Live by the beach. Wake up to the marina. Own your place in luxury,"The Wave (Almouj), Muscat•","OMR 78,000Freehold",1,1,70 SQM
Villa for Sale with 4 BHK in Sultan Haitham City,"Al Maabilah, Muscat•","OMR 340,000Freehold",4,4,380 SQM
5 bedroom villa for sale in Muscat Bay,"Qantab, Muscat•","OMR 950,000Freehold",5,5,646 SQM
Villa for Sale in Salalah with 4 bedrooms,"Salalah, Dhofar•","OMR 338,552Freehold",4,5,243 SQM
Villa for Sale with 4 BHK in Muscat Yiti,"Yiti, Muscat•","OMR 491,410Freehold",4,4,384 SQM
"فيلا 6 غرف في جزيرة جنان, الموج | Jinan Island 6BHK Villa in Al Mouj","The Wave (Almouj), Muscat•","OMR 1,406,000Freehold",6,6,907 SQM
Spacious 1 BHK Apartment in Solaris Jebel Sifah with Lovely Terrace,"Al Sifah, Muscat•","OMR 69,000Freehold",1,1,54 SQM
"BRAND NEW 1 BHK FOR SALE - BOUSHER - 30,000 OMR ONLY !!","Bosher, Muscat•","OMR 30,000Non Freehold",1,2,57 SQM
أنا المالك / للبيع ارضين شبك في العامرات / مرتفعات 8/1 قريبه,"Al Amarat, Muscat•","OMR 27,000",333 SQM,N/A,N/A
